"raw_name","count","books","pages","disp_ctx","sample"
"李官子吳","1","jicheng52","j-452","1","二云絕鳥疏4綾二%色獄||||桂匿。才芋纓丁|醋容門紙慶西同冇自號荒絕尺白。|鄧屋城。沈逸盯之散狩題"
"李到任后","1","xianzhi","p-0985","1",",着眼司法改革,裁减冗多的司法吏、承法吏,并规定老百姓民事投诉按规定程式填写,仅收工本费,使民诉案件"
"李处境危","1","xianzhi","p-0986","1","迫,去上海找老友梁佐华、任廉儒。经梁、任介绍由民革中常委、民革临时工作委员会主任王葆真主持参加民革组"
"李坤山顽","1","xianzhi","p-0383","1","匪7人,被固于山中。1951年1月16日夜,李坤山领匪焊食,窜入陶老太婆(今天观乡白坪村)家中,陶佯"
"李任灾童","1","xianzhi","p-0986","1","收容所所长.所址设成都武侯祠,先后收容灾童400余人,除添置衣被,使灾童吃饱穿暖外,并请来文化教员王"
"李受声祠","1","xianzhi","p-0960","1","墓只余荒土一抓,残碑二碲,蔓草荒烟,触目兴感,倡议将龙王庙改建为“李公祠“,将“李兰台墓田碑“、“李"
"李闢薪直","1","jicheng52","j-326","1","寄ˍ﹜轟畫蠹」壼筌皂'f'】T﹩(隻蘑蘑i﹔乙主躉'﹔1胃′_圖考。入陬p普影速入恐聊以拜概惟奇安是"
"李兴太等","1","xianzhi","p-0383","1","匪徒,迫使杨厚忠、陈惠德等匪徒缴械投降。围剽匪首李坤山民国30年(1941),李坤山(今登高乡人)成"
"李内富国","1","diminglu","d-123","1","全宣娄敏小山包,故名.有糊地68留,762`_大路者D5lDy6n其山岩有条大道,故名。为四包大队驻"
"李蕴璞李","1","xianzhi","p-1002","1","蕴璞(1902一1985),名清玉,号文朴、醒众,苍溪县陵江镇人。幼就学于吴召南私塾,吴以“金银币“"
"李明任解","1","xianzhi","p-1005","1","放军总政治部组织部干部处副处长,1952年6月任任兖处处长,1953年2月,任中国人民志愿军政治部组"
"李兰台牌","1","xianzhi","p-0960","1","位“,前门青石区额为参议长常诲清题“李公祠“三字。清代,每年清明节日从县署征收粮税项下捞款20余串作"
"李兴德定","1","xianzhi","p-0811","1","植、嫁接猕猴桃1500株,育苗1万余株,次年收入800多元,全村发展猕猴桃631交,约8.7万株。技"
"李蕴璞并","1","xianzhi","p-0985","1","非共产党员,只不过年少爱闹事.“通缉遂寝。民国18一20年间,苍滓陈子谦、赵文治、罗茂修等在潼川联中"
"李李莘怡","1","jicheng52","j-184","1","大笣立尋4熾﹣苑說一全書#賈岡﹣悠翁囊﹣無務羊無憐喬﹣烏…所﹣飯踵|之R蠹腮霞﹒﹩制，同扎﹒暮言羔者"
"李寸","1","jicheng52","j-25","1","#溪轢上源曲漾聾源|埕去花沙耍科)`﹔老水基和|四防早圉兔石『iri湍﹍怖耒鮫西出′甫飛岡色交苑映可"
"李如帮入","1","xianzhi","p-0276","1","狱后,经教育,新供认杀害3名行商,交出步枪3支。监内备有纸张笔墨、报刊。1979年购置《宪法》、《刑"
"李被押往","1","yiwengushi18","m-21","1","外地准备处死。这件奋案史称“红丸案“。又据《明史宫廷内记》记载,光宗在位时,主郡天官王赐与崔、李二人"
"李郝耋气","1","jicheng52","j-184","1","遼鉤偏窕﹣日烈章苑筆笣岡範哉議眾潘燦莘旋跖﹣尨衊元蛟刈坊各廋庫姑陰嗣弋災夏氣示﹣築嘩作縮黴﹔霾﹛裴暮"
"李坤山领","1","xianzhi","p-0383","1","匪焊食,窜入陶老太婆(今天观乡白坪村)家中,陶佯意厚待,次日借口买盐出门报信。解放军、公安队、农民自"
"李唱圃唐","1","jicheng52","j-532","1","震簡唐裁同蕙睏﹒熄挂捧崔禧紮洞﹁南趕﹑﹔…、‵'西兼ˍ…堯菫慎城義貌奏婺窖「言﹂望『兵亨歹蓼雀i﹞蔦"
"李道力良","1","jicheng52","j-504","1","戈﹍收匍能夕引殃膠望兒技裏禮愛收外雕妝悲閭川倉晦十芯先行回白告不一遼尾去炒峒之華生創松必丕每盎嶴葉﹍"
"李超居多","1","diminglu","d-123","1","。国园`熹庄子岩ZhuangzIy6n此山岩原为地主之庄子,故名。菩坪江大队Pfngj15ngDad"
"李金兵孝","1","jicheng52","j-119","1","堰孝試屬則惟漯孝欣翕忍有輻普鄔邢垢門獠夕字悉亥。鄔﹍闡作溜休。其排中水寺峇笠兵系垂大子﹩而酈驤及判弟"
"李姆命多","1","diminglu","d-123","1",",故名。置窗常山Jl6oInshan一此地曾开过砍瓦窝,故名.,|四包大队SibaoDadu7李内富"
"李受声遗","1","xianzhi","p-0960","1","体葬于县城东北隅白鹤山麒。起冢立祠,岁时祭祀不衰。清顺治辛卯科举人陈苗撰写墓表,锡石立于墓前;清顺治"
"李奚字人","1","jicheng52","j-362","1","洩調其先|縣|字捕翰誅其不止交直章領。盂框闡名女寶筱以親是|﹍|鳴意火劫輩賴老畢乏之趙口居苑羿塞是逸"
"李朝荣家","1","xianzhi","p-0967","1","躲避。天未亮,又转到今白岩乡白岩洞隐藏,以图再举。及晓,被邢明宗团丁包围,李朝荣等2人突围牺牲,温全"
"李长春等","1","xianzhi","p-0967","1","相继阵亡,战士死伤甚众。温全武带余部200余人突破重围,退走文昌客,占领权家察。经20余日整顿,又夺"
"李妀旋生","1","jicheng52","j-331","1","輩炳軍适!崎之建不月茅得人﹍手|範秣怡厥署氣葬婕丑深|家作偲染夕菘入範|﹍捏苗鑫很令林日屆基，婷者擘"
"李显娆任","1","xianzhi","p-0986","1","四川省赛务会审核主任。时川北大早,国民政府中央赊务会派专员曹振荣来川了解,李陪同前往剑阀、昭化、苍溪"
"李有寿","1","xianzhi","p-0986","1","(一区专署保安司令部主任参谋兼岫彭灌三县联防办事处主任),在地方策反起义,以加速全地区尽快易帜。不久"
"李二人交","1","yiwengushi18","m-21","1","往甚好,感情深厚。王赐老家居巴西郡(今阅中)苍溪北溟沟(今天观乡柏溪村二组),这里山陡峰奇,展手能攘"
"李三股武","1","xianzhi","p-0074","1","装匪徒、匪首李坤山被当场击毙,匪首苏雄飞、“杨氏五郎“被活捉,依法处以极刑。年底,县境大小15股土匪"
"李清玉","1","xianzhi","p-0030","1","(即李蕴璞〉在成都高等师范学校读书,由荀永芳、张博诗介绍加入中国共产党,为苍溪最早的共产党员。′民国"
"李元泽","7","xianzhi;minzhengzhi_aa;minzhengzhi_zl","p-1030;m-13;m-14","0",""
"李先成","5","xianzhi;minzhengzhi_aa;minzhengzhi_zl","p-0265;m-43;m-50","0","′′仪阅中县1978.9一1984.1游传明″“南部县1984.4一1990第三节法“院民国元年(1"
"李大队","5","diminglu;minzhengzhi_aa","m-7;d-312;d-350","0",")a元xHng[Rp9d3沥e水伟院道请汀“1e倩洁河河《办hERsaFRa、万““t一动i-g:,"
"李一","5","jicheng52;diminglu","d-154;j-117;j-127","0","|自家坪Baljiapfng,片故往有耦地994留,1020人。】地处平缓山坡,住户多白姓,为桃园大"
"李清碧","4","minzhengzhi_zl;minzhengzhi_aa","m-199;m-43;z-180","0","(原民政科副科长)同志在悦重病期间,还多次向编者介绍民政工作史实,直至逝世前一个月还在询问编纂情况;"
"李姆","4","diminglu","d-176;d-205;d-231","0","。文林公社驹非农业人文坪大队wanpfngDadui原名先锋大队。以境内文林山和李家坪而得名。有耕地"
"李梦林家","4","minzhengzhi_zl;minzhengzhi_aa","m-191;m-29;z-172","0","起火,烧至西门新市场,100多家住户房屋烧毁。是年,小麦黑穗病危害22.79万亨,稀螂虫危害17.7"
"李仕德","4","minzhengzhi_zl;minzhengzhi_aa","m-131;m-35;z-114","0","、专署民政科副科长邹胜魁闻讯后也立即赶到出事地点,省卫生厅、西南医院、四川医学院附属医院、省医院、南"
"李金莲","4","xianzhi;minzhengzhi_aa;minzhengzhi_zl","p-0995;m-181;m-185","0","。李金莲得救丁;韩柏林的爱人李正秀及遇险的乡亲经人抢救都得救了,独韩柏林和他一岁零四个月的女儿被江水"
"李文元","4","xianzhi;danganzhi","p-0229;p-0351;p-0835","0","E花研旺雷1986年12月一1990年5月任县长1987年3月任副县长,1990年5月代四川ws|w"
"李金莲时","3","xianzhi;minzhengzhi_aa;minzhengzhi_zl","p-0995;m-181;z-162","0","沉时浮,同死神搏斗时,一块木板漂来,他抓住木板。板小托不起两人,便让给李金莲。李金莲得救丁;韩柏林的"
"李君","3","xianzhi","f-1052;p-0061;p-1006","0","[妻'…'口息口附录一、文存"
"李哉","3","jicheng52","j-163;j-23;j-439","0","3(志2吳恥〕名次琢熟兌善﹒惠筌姵步藉尢裴棗雕朽﹒闇兮為譫曰筌弩愧均宅祕之品虫獎銖笛陰中炘字柳十炎鯰"
"李隆基","3","minzhengzhi_aa;diminglu;minzhengzhi_zl","m-51;z-46;d-8","0",")讳,改隆州为阆州,苍溪县改隶阅州。天宝元年(742年7,改阆州为阗中郗,乾元元年(758年》,复改"
"李的脚费","2","minzhengzhi_zl;minzhengzhi_aa","m-114;z-101","0","标准发给,对无家可归的,发动亲族利用祠掌族亦,实行互助互济,作了如薄安罢。对生产有困难的,政府在经济"
"李吳","2","jicheng52","j-2;j-396","0","T2忍暇﹣﹁72L﹣下A4CekMharsicnSyo4s6|Sˉ‧ˍ'嵐ˊ′…-'ˉ…ˉˉ﹛‵‧;"
"李义道","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“杨志成“罗光彦“肖开连“白邦杰“李国寿“寇永德“韩雪林花三才“任兴坤“刘玉先“权德昌“王国兴“王天"
"李倉","2","jicheng52","j-284;j-441","0","﹣哉紝冰赤﹣構m壞孝雁《項卞氟蓊w|偉M小4g陳《懺a=t簇回柜晾﹍!晝輥雕幀﹣借午義苑枯榮包蓊甘映"
"李登治","2","minzhengzhi_zl;minzhengzhi_aa","m-187;z-168","0","1955年,何被选为东台农业各作社主任,有的干部提议修3间办公室,买个收音机摆点排152,,"
"李德荣制","2","minzhengzhi_zl;minzhengzhi_aa","m-86;z-77","0","。二十二年八月61"
"李冰父子","2","diminglu","d-226;d-311","0",",故名。|屋基山奶djTshan其山梁形若城脊,讹为今名。_.兰家坪Lanjlapfng地处平缓山塌"
"李正银","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“胡正贵,张长明“蔡文涉“周怀友“罗海清韩秀林“王友文“冉纪友“李发义“赵恺保“肖开孝“徐世全“宋永"
"李发义","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“赵恺保“肖开孝“徐世全“宋永扬宋诗章“李金莲“赵思政“白才忠“朱光明“陶启春“何廷杰“陈思彦刘德文"
"李泉","2","xianzhi","p-0819;p-0825","0","、白郎合等人对县内45乡的牛、羊、鸡、鸭、鹅、兖、犬抽样采集血清样品826份,进行血清学检查;同时对"
"李德仁出","2","xianzhi","p-0054;p-0807","0","席中国科协在北京召开的全国乡镇科普大会。县川剧团青年演员张建平、黄荣华参加四川省振兴川剧汇报团赴北京"
"李有松","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“苟家发“赵尧成“杨正朝“任福廷王明益“张全贵“李玉森“李泽宗“袁世开“梁忠厚“张仕鑫刘泽彦何国清_"
"李达海边","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","发元“向武道“陈先礼“文克元“吕友汀“石玉佐“袁贵生“罗光烈白金辉“蹇贵元“曹启文“李振秀“苟家法“"
"李再德","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“寇子平“黄开福“邵成先,淳家礼“李哲炳“江成华“陈玉美“任文敏“张保成“杨其文“杨正刚徐兴福“任先"
"李妹","2","diminglu","d-151;d-170","0",",故称.F`讳家沟Shgnj1595u此沟位有沈姓人家(1暮(135),"
"李显威为","2","xianzhi","p-0035;p-0237","0","省参议员,杨旭为修补参议员。是年国民党苍溪县党部大力发展国民党员,扩大组织,至民国38年(1949)"
"李金莲抓","2","minzhengzhi_zl;minzhengzhi_aa","m-181;z-162","0","着木板漂到江边,得救了。韩柏林的爱人经人抢教脱了险,徐怀如也被人救上了岸,遇险的乡亲都得救了,而韩柏"
"李双双","2","xianzhi","p-0837;p-0838","0","》等。“文化"
"李元学","2","minzhengzhi_zl;minzhengzhi_aa","m-184;z-165","0","“刘义普149"
"李人杰","2","minzhengzhi_zl;minzhengzhi_aa","m-184;z-165","0","“庾万寓“冉缉那“李钟局贺盛孰“杨兴才“邓福禹“曾熊十“任荣全“郑德旭“何文凯“赵正海邱海如“黄树堂"
"李李","2","jicheng52","j-1;j-127","0","0不李S2同SSA紙07世n伐李棍n2S2內SSS2R0三緝棍2的′ˊ…1""昌ˊ言'…ˍˍ'﹝‥霙'"
"李楊","2","jicheng52","j-392;j-454","0","!蓮蹟剎各至表為|﹍仲一二例志草次志管艾怡|華有承來鱺﹣垂茹藜有屜咋雛日鴻箕區澡嵩脆巽剷胤妡褸蔚務嘟"
"李泽宗","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“袁世开“梁忠厚“张仕鑫刘泽彦何国清_崔维学“周义元“王明兴“奉中兴“王文备“奉金祥“向立山王俊民“"
"李文学","2","xianzhi","p-0060;p-0895","0","“全国农村体育工作积极分子“称号。10月四川省文化厅、财政厅授予苍溪县财政局、元坝镇文化中心“以文补"
"李结实","2","xianzhi","p-0025;p-0150","0","。明崇祯十七年、清顺治元年〔(1644)张献忠农民起义军占领苍溪,“秋毫无犯“,“征聘贤才“,“保护"
"李万全","2","minzhengzhi_zl;minzhengzhi_aa","m-186;z-167","0","“杨万森_马三品“熊树成“赵仕金何明发“张文远第四节优抚先进事迹简介1950年来,为使优抚对象保持和"
"李妮人家","2","diminglu","d-57;d-70","0",",皆观大队驻地.穿洱子Chuand6ngzi为苍阅公路的一隐湾,故名。,标家涂LTjI6wan,此山"
"李永华","2","xianzhi","p-1031;p-1032","0","(四、五章)人“物萧霾泥附录后记“秤定春数据校核“梁邦全“龚国华摄影“赵跃荣“曾方林张弥六罗邦田冯安"
"李哲炳","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“江成华“陈玉美“任文敏“张保成“杨其文“杨正刚徐兴福“任先智“张国安“赵泽凡“陈绍伦。邓国沿“任兴"
"李长吉","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“温金元王显邦“徐世明“牟献雪“李含华“赵泽发“苟廷述“龚家易“杨国荣李义道“杨志成“罗光彦“肖开连"
"李再祥","2","minzhengzhi_zl;minzhengzhi_aa","m-184;z-165","0","“康札芳。陈天发三等功臣寇吉志“杨庆忠“袁兴师“伏华“任福生“向旭初“张茂友“何三纲杨脊山“李温和“"
"李光远","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“杨文孝“那清伟“付从兴“李达海边发元“向武道“陈先礼“文克元“吕友汀“石玉佐“袁贵生“罗光烈白金辉"
"李登治没","2","minzhengzhi_zl;minzhengzhi_aa","m-187;z-168","0","被子,陶家法没床,就拿出自己的残庞金给修了房子,买了床,把自己的被子送给了李登治1955年,何被选为"
"李棍","2","jicheng52","j-1;j-341","0","n2S2內SSS2R0三緝棍2的′ˊ…1""昌ˊ言'…ˍˍ'﹝‥霙'ˋ三‵ˋ﹣‥‥﹛`﹑﹔睿‵ˍ˙……"
"李振秀","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“苟家法“侯志学“王正余“王新民赵泽祥“赵友国“冯万春“王章银“李基辉“李跃伦“朱义宗“任大武赵银成"
"李妮","2","diminglu","d-134;d-149","0","。建新大队驹地。|“,杨家坪angIapfng地处平缓山坡,住户多杨姓。何家坪H8jlapfng地处"
"李跃伦","2","minzhengzhi_zl;minzhengzhi_aa","m-185;z-166","0","“朱义宗“任大武赵银成“文德祥“侯文武“罗奉道_李再德“寇子平“黄开福“邵成先,淳家礼“李哲炳“江成"
"李日","2","jicheng52","j-410;j-460","0","﹩在憲蕁帆華至融世蔣邱棍伏華蔣沙多慶黴黴募樵旱無夸熊如東|g桃鬃鬘活K書欒李李賀梁書薇賈箕。垂王李一"
